speciesId,phylum,class,subclass,order,sub-order,infraorder,section,subsection,superfamily,family,subfamily,tribe,genus,subgenus,species,subspecies,taxonName,cleanup changes,source_file,Data cleanup changes,Unnamed: 17,subphylum,taxon,Unnamed: 19,14, speciesId,data cleanup changes,query,issue,query ,superorder,domain ,kingdom,Unnamed: 16,Unnamed: 18,section/parvorder,changes,Column,Column2,Column3,Column4,Column5,Column6,Column7,infraclass,commonName,Unnamed: 21,subphylum ,cleanup changes/comments,species2,Column8,Column9,cleanup changes ,Unnamed: 22,Unnamed: 20,clade 1,clade 2,clade 3,Unnamed: 23
A-Arth-Hexa-Coleoptera-000472,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Lamiinae,,Serixia,Serixia,apicalis,,<i>Serixia (Serixia) apicalis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Lamiinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000473,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Lamiinae,,Serixia,Serixia,longicornis,,<i>Serixia (Serixia) longicornis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Lamiinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000474,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Lamiinae,,Serixia,Serixia,prolata,,<i>Serixia (Serixia) prolata</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Lamiinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000475,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Lamiinae,,Serixia,Serixia,singaporana,,<i>Serixia (Serixia) singaporana</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Lamiinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000476,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Lamiinae,,Stibara,Stibara,rufina,,<i>Stibara (Stibara) rufina</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Lamiinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000477,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Lamiinae,,Sybra,Sybra,arator,,<i>Sybra (Sybra) arator</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Lamiinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000478,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Lamiinae,,Sybra,Sybra,lateralis,,<i>Sybra (Sybra) lateralis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Lamiinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000479,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Lamiinae,,Sybra,Sybra,propinqua,,<i>Sybra (Sybra) propinqua</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Lamiinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000480,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Lamiinae,,Xenolea,,tomentosa,,<i>Xenolea tomentosa</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Lamiinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000481,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Cerambycinae,,Xylotrechus,Xylotrechus,buqueti,,<i>Xylotrechus (Xylotrechus) buqueti </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Cerambycinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000482,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Cerambycinae,,Xylotrechus,Xylotrechus,javanicus,,<i>Xylotrechus (Xylotrechus) javanicus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Cerambycinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000483,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Cerambycinae,,Xylotrechus,Xylotrechus,rosinae,,<i>Xylotrechus (Xylotrechus) rosinae</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Cerambycinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000484,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Cerambycinae,,Xystrocera,,alcyonea,,<i>Xystrocera alcyonea</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Cerambycinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000485,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Chrysomeloidea,Cerambycidae,Cerambycinae,,Xystrocera,,globosa,,<i>Xystrocera globosa</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Ceram-Cerambycinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000486,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Agrilinae,,Agrilus,,albolatus,,<i>Agrilus albolatus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Agrilinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000487,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Agrilinae,,Agrilus,,albopunctatus,,<i>Agrilus albopunctatus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Agrilinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000488,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Agrilinae,,Agrilus,,amicus,,<i>Agrilus amicus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Agrilinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000489,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Buprestinae,,Anthaxia,,miranda,,<i>Anthaxia miranda</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Buprestinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000490,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Buprestinae,,Belionota,,metasticta,,<i>Belionota metasticta</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Buprestinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000491,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Chrysochroinae,,Catoxantha,,opulenta,,<i>Catoxantha opulenta</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Chrysochroinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000492,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Buprestinae,,Chrysobothris,,discedens,,<i>Chrysobothris discedens</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Buprestinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000493,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Buprestinae,,Chrysobothris,,insolata,,<i>Chrysobothris insolata</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Buprestinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000494,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Buprestinae,,Chrysobothris,,militaris,,<i>Chrysobothris militaris</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Buprestinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000495,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Buprestinae,,Chrysobothris,,nigripennis,,<i>Chrysobothris nigripennis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Buprestinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000496,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Agrilinae,,Endelus,,cupido,,<i>Endelus cupido</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Agrilinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000497,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Agrilinae,,Endelus,,minutus,,<i>Endelus minutus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Agrilinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000498,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Agrilinae,,Habroloma,,lepidopterum,,<i>Habroloma lepidopterum</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Agrilinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000499,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Agrilinae,,Pachyschelus,,migneauxii,,<i>Pachyschelus migneauxii</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Agrilinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000500,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Agrilinae,,Pachyschelus,,orientalis,,<i>Pachyschelus orientalis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Agrilinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000501,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Polycestinae,,Paratrachys,,bakeri,,<i>Paratrachys bakeri</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Polycestinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000502,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Buprestoidea,Buprestidae,Agrilinae,,Trachys,,cyanipennis,,<i>Trachys cyanipennis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bupr-Agrilinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000503,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Brentidae,Brentinae,,Cyphagogus,,cyrtotrachelus,,<i>Cyphagogus cyrtotrachelus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bren-Brentinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000504,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Brentidae,Brentinae,,Cyphagogus,,conciliatus,,<i>Cyphagogus conciliatus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bren-Brentinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000505,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Brentidae,Brentinae,,Cyphagogus,,densepunctatus,,<i>Cyphagogus densepunctatus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bren-Brentinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000506,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Brentidae,Brentinae,,Cyphagogus,,eichhorni,,<i>Cyphagogus eichhorni</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bren-Brentinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000507,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Brentidae,Brentinae,,Cyphagogus,,planifrons,,<i>Cyphagogus planifrons </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bren-Brentinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000508,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Brentidae,Brentinae,,Cyphagogus,,westwoodi,,<i>Cyphagogus westwoodi</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bren-Brentinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000509,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Brentidae,Trachelizinae,,Trachelizus,,bisulcatus,,<i>Trachelizus bisulcatus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bren-Trachelizinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000510,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Brentidae,Trachelizinae,,Tracheloschizus,,cameratus,,<i>Tracheloschizus cameratus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Bren-Trachelizinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000511,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Tenebrionoidea,Anthicidae,Anthicinae,,Anthelephila,,serdanga,,<i>Anthelephila serdanga</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthic-Anthicinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000512,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Elateroidea,Lampyridae,Luciolinae,,Colophotia,,brevis,,<i>Colophotia brevis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Lamp-Luciolinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000513,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Elateroidea,Lampyridae,Luciolinae,,Curtos,,costipennis,,<i>Curtos costipennis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Lamp-Luciolinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000514,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Elateroidea,Lampyridae,Luciolinae,,Pteroptyx,,bearni,,<i>Pteroptyx bearni</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Lamp-Luciolinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000516,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Elateroidea,Lycidae,Lycinae,,Conderis,,signicollis,,<i>Conderis signicollis </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Lyci-Lycinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000517,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Elateroidea,Lycidae,Metriorrhynchinae,,Metriorrhynchus,,lineatus,,<i>Metriorrhynchus lineatus </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Lyci-Lycinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000518,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Elateroidea,Lycidae,Lycinae,,Scarelus,,orbatus,,<i>Scarelus orbatus </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Lyci-Lycinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000519,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Elateroidea,Lycidae,Erotinae,,Taphes,,brevicollis,,<i>Taphes brevicollis </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Lyci-Lycinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000520,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Elateroidea,Lycidae,Erotinae,,Taphes,,frontalis,,<i>Taphes frontalis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Lyci-Lycinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000521,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Tenebrionoidea,Tenebrionidae,Tenebrioninae,,Amarygmus,,selatanus,,<i>Amarygmus selatanus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Tenebri-Tenebrioninae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000522,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Cleroidea,Cleridae,Clerinae,,Anthicoclerus,,anthicoides,,<i>Anthicoclerus anthicoides </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Cler-Clerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000523,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Cleroidea,Cleridae,Clerinae,,Omadius,,clytiformis,,<i>Omadius clytiformis </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Cler-Clerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000524,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Cleroidea,Cleridae,Clerinae,,Omadius,,ctenostomoides,,<i>Omadius ctenostomoides </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Cler-Clerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000525,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Cleroidea,Cleridae,Clerinae,,Omadius,,indicus,,<i>Omadius indicus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Cler-Clerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000526,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Cleroidea,Cleridae,Clerinae,,Omadius,,seticornis,,<i>Omadius seticornis </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Cler-Clerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000527,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Cleroidea,Cleridae,Clerinae,,Stigmatium,,cursor,,<i>Stigmatium cursor</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Cler-Clerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000528,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Cleroidea,Cleridae,Clerinae,,Stigmatium,,cylindrinum,,<i>Stigmatium cylindrinum </i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Cler-Clerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000529,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Anthribidae,Anthribinae,,Acorynus,,bimaculatus,,<i>Acorynus bimaculatus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthri-Anthribinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000530,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Anthribidae,Anthribinae,,Acorynus,,caenonus,,<i>Acorynus caenonus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthri-Anthribinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000531,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Anthribidae,Anthribinae,,Acorynus,,cylindricus,,<i>Acorynus cylindricus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthri-Anthribinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000532,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Anthribidae,Anthribinae,,Acorynus,,frontalis,,<i>Acorynus frontalis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthri-Anthribinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000533,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Anthribidae,Anthribinae,,Acorynus,,parvulus,,<i>Acorynus parvulus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthri-Anthribinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000534,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Anthribidae,Anthribinae,,Acorynus,,phebus,,<i>Acorynus phebus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthri-Anthribinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000535,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Anthribidae,Anthribinae,,Apolecta,,aspericollis,,<i>Apolecta aspericollis</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthri-Anthribinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000536,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Anthribidae,Choraginae,,Araecerus,,areolatus,,<i>Araecerus areolatus</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthri-Choraginae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000537,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Anthribidae,Choraginae,,Araecerus,,corporaali,,<i>Araecerus corporaali</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthri-Choraginae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Arth-Hexa-Coleoptera-000538,Arthropoda,Insecta,,Coleoptera,Polyphaga,,,,Curculionoidea,Anthribidae,Anthribinae,,Asemorhinus,,sportella,,<i>Asemorhinus sportella</i>,,(back+checked) Database - A-Arth-Hexa-Coleoptera.xlsx,,,,A-Arth-Hexa-Coleo-Anthri-Anthribinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
